"Literaturnummer";"Fundplatznummer";"Seitenzahl";"Katalognummer"
9384;3102;"128; 137";"Abb. 1,13"
9384;3103;"128";"Abb. 1,7"
9385;2740;"55ff.";
9385;2921;"64 Anm. 41";
9394;1322;;
9404;2438;;
9411;1992;;
9418;2763;"255f.";"120"
9418;2764;"274";"213"
9418;2765;"273";"211"
9418;2771;"326";"342"
9418;2773;"302";"290"
9418;2774;"232f.";"330"
9418;2800;"333";"377"
9418;2801;"350";"431"
9418;2802;"364";"509"
9418;2803;"363";"502"
9418;2804;"432";"698"
9418;2805;"437";"726"
9418;2806;"390";"583"
9418;2807;"414";"640"
9418;2808;"416";"649"
9418;2809;"415f.";"648"
9418;2810;"417";"656"
9418;2826;"439";"731"
9418;2827;"437";"729"
9418;2938;"432";"699"
9418;2958;"282ff.";"223"
9418;2963;"318ff.";"322"
9418;2984;"386f.";"562"
9418;2997;"245";"60/2"
9418;3047;"364f.";"509"
9418;3059;"234";"35 [unter 'Hohenlinden-Neupullach']"
9418;3112;"250f.";"93"
9418;3113;"281";"219"
9418;3114;"373f.";"526/3"
9418;3115;"415";"646"
9428;2827;"8f.";
9432;2965;"309";
9727;1938;;
9800;1843;"56ff.";
10129;3019;;
10130;3052;;
