"Literaturnummer";"Grabkomplexnummer";"Seitenzahl";"Katalognummer";"Abbildung"
6828;2541;"276";"Grab 502";"Abb. 90"
6828;2542;"276f.";"Grab 511";"Abb. 92"
6828;2544;"278f.";"Grab 537";"Abb. 93"
6828;2545;"279";"Grab 554";"Abb. 94"
6828;2546;"279";"Grab 555";"Abb. 95"
6828;2547;"279ff.";"Grab 588";"Abb. 96ff."
6828;2557;"281";"Grab 589";"Abb. 98"
6828;2558;"281f.";"Grab 590";"Abb. 99"
6828;2566;"281f.";"Grab 590";"Abb. 99"
6828;2567;"282";"Grab 591";
6828;2568;"282";"Grab 599";"Abb. 101"
6828;2569;"282f.";"Grab 601";"Abb. 102"
6828;2570;"282ff.";"Grab 606, 607, 610";
6828;2571;"285f.";"Grab 608";"Abb. 105"
6828;2572;"286f.";"Grab 609";
6828;2584;"288";"Grab 611";"Abb. 108"
6828;2585;"288";"Grab 613";
6828;2586;"288";"Grab 614";
6828;2587;"289f.";"Grab 615";
6828;2588;"290f.";"Grab 616";
6828;2593;"291";"Grab 617";"Abb. 105"
6828;2594;"292f.";"Grab 618";"Abb. 111"
6828;2595;"293";"Grab 619";"Abb. 115"
6828;2596;"293ff.";"Grab 621";
6828;2597;"295";"Grab 622";"Abb. 117"
6828;2598;"295";"Grab 623";"Abb. 119"
6828;2599;"295";"Grab 624";"Abb. 119"
6828;2600;"296f.";"Grab 626";"Abb. 119"
6828;2601;"297f.";"Grab 631";"Abb. 122"
6828;2603;"298f.";"Grab 632";"Abb. 123"
6828;2604;"299";"Grab 633";"Abb. 124"
6828;2605;"300";"Steinkreis I";
6828;2606;"300";"Steinkreis II";
6828;2607;"300f.";"Steinkreis III";
6828;2608;"305ff.";"Grab 216/1984";
6828;2609;"318";"Hügel 1";
6828;2610;"318";"Hügel 2";
6828;2611;"318";"Hügel 3";
6828;2612;"318";"Hügel 4";
6828;2613;"322";"Hügel 1";
6828;2614;"322";"Hügel 2";
6828;2615;"331";"D 3";"Abb. 134"
6828;2616;"339f.";"166 B";"Abb. 135"
6828;2617;"352ff.";"Hügel A";"Abb. 137f."
6828;2618;"354";"Hügel B";
6828;2619;"354";"Hügel C";
6828;2620;"354ff.";"Hügel D";
6828;2621;"356";"Hügel E.";
6828;2622;"356";"Hügel F";
6828;2623;"356";"Hügel G";
6828;2624;"356";"Hügel H";
6828;2625;"356f.";"Hügel K";
6828;2626;"357";"Hügel L";
6828;2627;"357";"Hügel M";
6828;2628;"357";"Hügel Q";
6828;2629;"360f.";"2";
6828;2630;"364f.";"A";"Abb. 139"
6828;2632;"269f.";"Grab 1";"Abb. 140"
6828;2633;"371f.";"Grab 2";"Abb. 141"
6828;2634;"372f.";"Grab 3";"Abb. 142"
6828;2635;"373f.";"Grab 4";"Abb. 143"
6828;2636;"374ff.";"Grab 5";"Abb. 144"
6828;2637;"377f.";"Grab 6";"Abb. 145"
6828;2638;"378f.";"Grab 7";"Abb. 147"
6828;2639;"379f.";"Grab 8";"Abb. 149"
6828;2825;"143";;
6828;2826;"143";;
6849;3139;"19";"Grab 52/1";
6849;3140;"20";"Grab 52/2b";
6849;3141;"21";"Grab 52/18";
6849;3142;"20";"Grab 52/4";
6849;3144;"20";"Grab 52/7";
6849;3145;"20";"Grab 52/13";
6849;3146;"20f.";"Grab 52/16";
6849;3147;"21";"Grab 50/33";
6849;3148;"21";"Grab 51/8";
6849;3149;"30f.";"Grab Nr. ? (129)";
6849;3150;"31";"Grab 50/32";
6849;3151;"31";"Grab B, Bestattung 1";
6849;3152;"31";"Grab B, Bestattung 2";
6849;3153;"31";"Grab Nr. ? (133)";
6849;3154;"31f.";"135";
6855;1971;"291";"1";
6857;1340;"3ff. (Kat.)";"Hügel A";"Plan 57; 67"
6857;1341;"36ff.";"Hügel A";"Plan 45"
6857;1342;"6ff. (Kat.)";"Hügel B";"Plan 59; 68"
6857;1344;"10ff. (Kat.)";"Hügel C";"Plan 61; 69"
6857;1345;"12ff. (Kat.)";"Hügel D";"Plan 62; 70"
6857;1347;"17ff. (Kat.)";"Hügel E";"Plan 71"
6857;1348;;;
6857;1379;"53ff.";"Hügel M";
6857;1381;"79ff.";"Hügel N";
6857;1383;"113ff.";"Hügel Q";
6857;1384;"116ff.";"Hügel R";"Plan 31"
6857;1385;"126ff.";"Hügel T";
6857;1386;"130ff.";"Hügel U";
6857;1387;"135ff.";"Hügel V";
6857;1388;"141ff.";"Hügel W";
6857;1389;"154ff.";"Hügel X";
6857;3181;"160ff.";"Grab a";
6857;3182;"163f.";"Grab b";
6857;3183;"164";"Grab c";
6857;3184;"165f.";"Grab d";"Plan 42"
6857;3185;"168f.";"Grab f";
6857;3186;"169ff.";"Grab g";
6857;3187;"173f.";"Grab i";
6857;3188;"175ff.";"Grab k";
6858;1343;"10ff.";"Hügel B";"Plan 5"
6858;1346;"17f.";"Hügel D";
6858;1348;"18f.";"Hügel E";"Plan 16"
6858;1349;"19ff.";"Hügel F";"Plan 17"
6858;1350;"24f.";"Hügel G";"Plan 16"
6858;1371;"26ff.";"Hügel H";"Plan 11"
6858;1376;"29ff.";"Hügel J";"Plan 16"
6858;1378;"33ff.";"Hügel L";"Plan 14"
6858;1382;"35f.";"Hügel O";"Plan 15"
6858;3179;"16f.";"Hügel C";
6858;3180;"36f.";"Hügel P";
7067;2674;"131ff.";"Grab 267";
7067;2675;"146 Anm. 29";"Grab 269";
7084;2027;"2";"4a";
7084;2028;"2";"4b, Gh. 1";
7084;2029;"2";"4b, Gh. 4";
7084;2034;"38f.";"75b";
7084;2035;"6";"8 Gh. 6";
7084;2036;"6";"8 Gh. 7";
7084;2041;"22f.";"46, Gh. 1";
7084;2042;"23";"46, Gh. 1";
7084;2043;"23";"48a";
7084;2048;"12";"20, Gh. 7";
7084;2049;"20";"38 Gh. 1";
7084;2050;"20";"39";
7084;2052;"36";"72a";
7084;2053;"36";"73a";
7084;2055;"10";"17 Gh. 3";
7084;2057;"10";"17 Gh. 6";
7084;2061;"49";"97";
7084;2062;"50";"100";
7084;2063;"51";"102";
7084;2064;"52";"103, Gh. 1";
7084;2066;"54";"106 a";
7084;2067;"42";"81a";
7084;2069;"44";"85";
7084;2070;"58";"109";
7084;2071;"58f.";"110";
7084;2073;"45";"88";
7084;2075;"60";"111b";
7084;2078;"47";"92a, Gh. 1";
7084;2079;"47";"92a, Gh. 2";
7084;2081;"48";"93";
7084;2082;"17";"34";
7084;2086;"18";"35";
7084;2087;"27";"55, Gh. 4";
7084;2088;"28";"55, Gh. 6";
7084;2089;"41";"80, Gh. 1";
7084;2090;"41";"80, Gh. 3";
7084;2091;"57";"108, Gh. 1";
7084;2092;"58";"108, Gh. 10";
7084;2093;"58";"108, Gh. 11";
7084;2094;"59";"111a, Gh. 1";
7084;2095;"59";"111a, Gh. 2";
7084;2096;"60";"112, Gh. 1";
7188;98;"336";"Grab 30";"51,2"
7188;99;"336-338";"Grab 32";"51,1"
7188;100;"338f.";"Grab 33";"50,4"
7188;101;"339";"Grab 37";"51,3"
7188;102;"339f.";"Grab 47";"52,2"
7188;103;"340";"Grab 50";"52,1"
7188;104;"340-342";"Grab 71";"53"
7188;105;"342-344";"Grab 75";"55,1"
7188;106;"344-346";"Grab 85";"54"
7188;107;"346-348";"Grab 91";"55,2"
7188;108;"348";"Grab 93";
7188;109;"348f.";"Grab 99";
7188;110;"349";"Grab 148";
7188;111;"349";"Grab 148";
7188;112;"349";"Grab XIV";
7188;113;"349f.";"Grab XVII";
7274;1096;;;
7276;1142;"100";"Hügel 1";
7276;1149;"89";;
7276;1268;"99";"Hügel 21";
7276;2516;"105f.";;"Abb. 47f."
7276;2923;;;
7277;1151;"55";"Hügel 1";
7277;1216;"60f.";"Hügel 11";"Abb. 16"
7277;1220;"61ff.";"Hügel 13";"Abb. 19ff."
7277;1222;"65f.";"Hügel 15";"Abb. 35f."
7277;1248;"56";"Hügel 2";"Abb. 6"
7277;1270;"66f.";"Hügel 23";"Abb. 39; 42f."
7277;1271;"67f.";"Hügel 24";"Abb. 46"
7277;1274;"68f.";"Hügel 27";"Abb. 48"
7277;1288;"56f.";"Hügel 3";"Abb. 7"
7277;1316;"57ff.";"Hügel 5";"Abb. 8"
7277;1324;"57ff.";"Hügel 6";"Abb. 11"
7278;1136;;;
7279;1033;"82";;
7280;1089;;;
7280;1136;;;
7280;2925;;;
7281;1102;;;"Abb. 2f."
7282;1195;"238";;
7282;1226;"205";"Hügel 18";
7282;1227;"207";"Hügel19";
7282;1265;"207ff.";"Hügel 20";
7282;2970;;;
7284;1168;"501ff.";;"Abb. 22"
7286;2945;"83";"Hügel 17";
7286;2946;"84";"Hügel 22";
7290;1373;;;
7291;1380;;;
7292;1380;;;
7294;1380;;;
7320;2570;;;
7323;1521;;;
7343;2654;;;
7347;2754;;;"Abb. 51"
7353;2720;;;"Abb. 3"
7381;2769;"9f.";"Fundpunkt 4";"Abb. 2"
7383;2543;"50ff.";"Hügel 3/1988";"Abb. 2"
7383;2548;"56ff.";"Hügel 4/1990";
7383;2549;"60f.";"Hügel 5/1990";
7385;2729;"70f.";"Hügel 2";
7402;2666;;"Hügel 8";
7409;2654;;;
7424;1681;"118ff.";"Grab 1";"Abb. 1f."
7424;1682;"120f.";"Gräber 2 A + B";"Abb. 3"
7424;1683;"121f.";"Grab 3";"Abb. 4"
7424;1684;"122";"Grab 4";
7424;1685;"122";"Grab 5";"Abb. 5"
7424;1686;"123";"Grab 6";"Abb. 6"
7424;1687;"123f.";"Grab 7";"Abb. 7"
7424;1688;"124";"Grab 8";"Abb. 8"
7424;1689;"124f.";"Grab 9";"Abb. 9"
7424;1690;"125f.";"Graäber 10 A + B";"Abb. 10"
7424;1691;"126f.";"Grab 11";"Abb. 11"
7424;1692;"127f.";"Grab 12";"Abb. 12"
7424;1693;"129";"Grab 13";"Abb. 14"
7424;1694;"129f.";"Grab 14";"Abb. 15"
7424;1695;"130";"Grab 15";"Abb. 16"
7424;1696;"131f.";"Grab 16";"Abb. 17"
7424;1697;"132f.";"Gräber 17 A + B";"Abb. 18"
7424;1698;"133";"Grab 18";"Abb. 20"
7424;1699;"134ff.";"Grab 19";"Abb. 21ff."
7424;1700;"136";"Grab 20";"Abb. 24"
7424;1701;"137";"Grab 21";"Abb. 25"
7424;1702;"137";"Grab 22";"Abb. 26"
7424;1703;"137";"Grab 23";"Abb. 27"
7424;1706;"139";"Grab 29";
7424;1707;"139f.";"Grab 30";"Abb. 28f."
7424;1708;"139f.";"Grab 31";"Abb. 28f."
7424;1709;"139f.";"Grab 32";"Abb. 139f."
7424;1710;"140";"Grab 33";"Abb. 29"
7424;1711;"141";"Grab 34";"Abb. 30"
7424;1712;"141";"Grab 35";
7424;1713;"141ff.";"Grab 36";"Abb. 31f."
7424;1714;"143";"Grab 37";
7424;1715;"143ff.";"Grab 38";"Abb. 33f."
7424;1716;"145ff.";"Grab 39";"Ab. 35ff."
7424;1720;"148";"Grab 40";"Abb. 37"
7424;1721;"148";"Grab 41";"Abb. 37"
7424;1722;"148";"Grab 42";"Abb. 37"
7424;1723;"148";"Grab 43";"Abb. 37"
7424;1724;"148";"Grab 44";"Abb. 36f."
7424;1725;"149";"Grab 45";"Abb. 36f."
7424;1726;"149";"Grab 46";"Abb. 36f."
7424;1727;"149";"Grab 47";"Abb. 36f."
7424;1728;"149";"Grab 48";"Abb. 36f."
7424;1729;"149";"Grab 49";"Abb. 36f."
7424;1730;"149f.";"Grab 50";"Abb. 36f."
7424;1731;"150";"Grab 51";"Abb. 36f."
7424;1732;"150";"Grab 52";"Abb. 36f."
7424;1733;"150";"Grab 53";"Abb. 36ff."
7424;1734;"151";"Grab 54";"Abb. 36f."
7424;1735;"151";"Grab 55 A";"Abb. 39f."
7424;1736;"151";"Grab 55 B";"Abb. 40"
7424;1737;"152f.";"Grab 56";"Abb. 41f."
7424;1738;"153ff.";"Grab 57";"Abb. 43f."
7424;1739;"155";"Grab 58";
7424;1740;"156";"Grab 59";"Abb. 45"
7424;1741;"157";"Grab 60";"Abb. 45"
7424;1742;"157";"Grab 61";"Abb. 46"
7424;1743;"157";"Grab 62";"Abb. 46"
7424;1744;"157";"Grab 63";
7424;1745;"157";"Grab 64";
7424;1746;"158";"Grab 65";"Abb 46"
7424;1747;"158";"Grab 66";
7424;1748;"158";"Grab 67";
7424;1749;"159";"""Grab"" 68";"Abb. 47"
7424;1750;"159";"Grab 69";
7424;1751;"159ff.";"Grab 70";"Abb. 48ff."
7424;1752;"22; 27; 161ff.";"Grab 71";"Abb. VII; 51f."
7424;1753;"164f.";"Grab 72";"Abb. 53f."
7424;1754;"165";"Grab 73";
7424;1755;"165f.";"Grab 74";
7424;1756;"166";"Grab 75";
7424;1757;"166";"Grab 76";"Abb. 56"
7424;1758;"167";"Grab 79";"Abb. 57"
7424;1759;"168";"Grab 80";"Abb. 57f."
7424;1760;"168f.";"Grab 81";"Abb. 57; 59"
7424;1761;"169";"Grab 82";"Abb. 60"
7424;1762;"169ff.";"Grab 83";"Abb. 61f."
7424;1763;"172f.";"Grab 84";"Abb. 63"
7424;1764;"173";"Grab 85";"Abb. 63"
7424;1765;"173";"Grab 86";
7424;1766;"173ff.";"Grab 87";"Abb. 64f."
7424;1767;"176";"Grab 88";"Abb. 66"
7424;1768;"176ff.";"Grab 89";"Abb. 66f."
7424;1769;"180";"Grab 90";"Abb. 68"
7424;1770;"180ff.";"Grab 91 A";"Abb. 69ff."
7424;1771;"180ff.";"Grab 91 B";"Abb. 70"
7424;1772;"182";"Grab 92";
7424;1773;"182";"Grab 93";"Abb. 72"
7424;1774;"182";"Grab 94";"Abb. 72"
7424;1775;"182";"Grab 95";"Abb. 72"
7424;1776;"182";"Grab 96";"Abb. 72f."
7424;1777;"184";"Grab 97";
7424;1778;"184";"Grab 98";"Abb. 74f."
7424;1779;"99; 186ff.";"Grab 99";"Abb. 76f."
7424;1780;"99; 189f.";"Grab 100";"Grab 78f."
7424;1781;"191";"Grab 101";"Abb. 78"
7424;1782;"89; 191ff.";"Grab 102";"Abb. 80ff."
7424;1783;"25; 195";"Grab 103";"Abb. 83f."
7424;1784;"196f.";"Gräber 104 A + B";"Abb. 85ff."
7424;1785;"198";"Grab 105";"Abb. 88"
7424;1786;"199";"Grab 106";"Abb. 89; 91"
7424;1787;"199";"Grab 107";"Abb. 91"
7424;1788;"20ff. 199f.";"Grab 108";"Abb. 90"
7424;1789;"201";"""Grab"" 109";"Abb. 91"
7424;1790;"201ff.";"Gräber 110 A-C";"Abb. 92ff."
7424;1791;"206";"Grab 111 B";"Abb. 99"
7424;1792;"206f.";"Grab 112";"Abb. 100f."
7424;1793;"207f.";"Grab 113";"Abb. 102f."
7424;1794;"208";"Grab 114";
7424;1795;"208";"Grab 115";
7424;1796;"209ff.";"Grab 116";"Abb. 104ff."
7424;1797;"212ff.";"Grab 117";"Abb. 106f."
7424;1798;"215";"Grab 118";
7424;1799;"215ff.";"Grab 119";"Abb. 108f."
7424;1800;"217";"Grab 120";"Abb. 110"
7424;1801;"217";"Grab 121";"Abb. 10"
7424;1802;"217ff.";"Grab 122 A";"Abb. 111ff."
7424;1803;"219";"Grab 122 B";
7424;1804;"219f.";"Grab 123";"Abb. 114f."
7424;1805;"220ff.";"Grab 124";"Abb. 116f."
7424;1806;"222";"Grab 125";
7424;1807;"222f.";"Grab 126";
7425;2694;"502";"Grab 131";"Abb. 8"
7425;2695;"501";"Grab 16";"Abb. 7"
7425;2696;"502";"Grab 137";"Abb. 8"
7425;2697;"502";"Grab 129";"Abb. 8"
7425;2698;"501";"Grab 18";"Abb. 7"
7425;3050;"501";"Grab 17";"Abb. 7"
7426;2690;"59";"Objekt 14 I";
7426;2691;"59f.";"Objekt 14 II";
7426;2692;"62";"Objekt 19";
7426;2693;"52f.";"Grab 122";"Abb. 3"
7432;2730;;"Hügel 2";"Abb. 4"
7432;2731;"226";"Brandbestattung";"Abb. 4"
7440;2704;"87";"Grab 3";
7450;1643;"13; 20f.";"Grab 1 (= Hügel 1)";"Taf. 3"
7450;1644;"13f. 22f.";"Grab 2 (= Hügel 2)";"Taf. 6"
7450;1645;"14f. 19f.";"Grab 3 (= Hügel 3)";"Taf. 18"
7450;1646;"15f. 20f.";"Grab 7 (= Hügel 4)";"Beil. 1"
7450;1647;"16";"Grab 4";"Taf. 28"
7450;1648;"16f.";"Grab 5";"Taf. 28f."
7450;1649;"17f.";"Grab 6";"Taf. 28; 30"
7450;1650;"18";"Grab 8";"Taf. 33"
7450;1651;"18";"Grab 9";"Taf. 34"
7474;1576;"25";;
7487;1458;"16";;
7488;1456;"240";"Grab 9";"Taf. 22"
7491;1435;"14; 16";;
7491;1573;"21";;
7491;1574;"24";;
7491;1575;"24f.";;
7491;1577;"25";;
7492;1536;"14";;
7492;1537;"13";"Grab 2";"Abb. 13"
7492;1538;"13";"Grab 3";"Abb. 13-15"
7492;1539;"14";"Grab 9";
7492;1540;"13";"Grab 10";
7492;1541;"14";"Grab 4";
7492;1542;"14";"Grab 5";
7492;1543;"14";"Grab 6";
7492;1544;"14";"Grab 7";
7492;1545;"14";"Grab 8";
7494;2134;"105";;
7494;2573;"95";"Grab 1";
7494;2579;"104";"Grab 11";
7494;2580;"104";"Grab 12";
7494;2581;"104";"Grab 13";
7494;2744;"112";;
7496;1566;"165";;
7496;1567;"166";;
7496;1568;"166";;
7497;1569;"18";;
7497;1570;"19";;
7512;1515;"20";;
7512;1517;"21";;"Abb. 18,3-4"
7512;1518;"21";;"Abb. 18,5-6"
7512;1519;"21";;
7512;1520;"21";;
7512;1521;"21-24";;"Textabb. 2"
7514;1546;"17";;
7516;2764;"19f.";;
7520;1550;"21";;
7520;1551;"21";;
7520;1552;"21";;
7522;2704;"23ff.";"Hügel 3";
7530;3003;"38f.";"II";
7531;2743;"68ff.";"Brandgrab I";"Abb. 1"
7537;2807;"125ff.";"7317";
7538;2808;"64ff.";"Hügel 7971";"Abb. 50"
7551;2998;"104";;
7558;2660;;;
7561;2130;"195";;
7923;1380;;;
8011;2258;"9ff";"Hügel 110";"Taf.52"
8011;2259;"19ff.";"Hügel 111";"Taf. 53; Beil. 2"
8011;2260;"32ff.";"Hügel 112";"Taf. 53; Abb. 9"
8011;2261;"9ff.";"Hügel 114 (6)";"Taf. 55; Abb. 12"
8011;2262;"43ff.";"Urnengrab 7";"Abb. 12"
8011;2263;"44ff.";"Hügel 115";"Taf. 56"
8011;2264;"50f.";"Brandgrab 116";"Taf. 55; Abb. 18"
8011;2265;"52ff.";"Hügel 117";"Taf. 56"
8011;2266;"57ff.";"Hügel 119";"Taf. 57"
8011;2267;"61ff.";"Hügel 120";"Taf. 57"
8011;2268;"66ff.";"Hügel 121";"Taf. 57f.; Abb. 26"
8011;2269;"73ff.";"Hügel 122";"Taf. 58; Abb. 30"
8011;2270;"80ff.";"Hügel 123";"Taf. 59; Abb. 34"
8011;2271;"87ff.";"Tiefgrab 124";"Taf. 59f."
8011;2272;"89ff.";"Hügel 125";"Taf. 55"
8011;2273;"93ff.";"Urnengrab 127 und Stelle Q";"Abb. 37f."
8011;2274;"97ff.";"Hügel 128";"Taf. 60"
8011;2275;"99ff.";"Hügel 129";"Taf. 56"
8011;2276;"106ff.";"Hügel 130";"Taf. 59"
8011;2277;"109f.";"Brandgrab 131";"Taf. 60"
8011;2278;"110f.";"Brandgrab 132";"Taf. 57"
8011;2279;"111f.";"Urnengrab 133";"Taf. 56"
8011;2280;"115ff.";"Hügel 135";"Taf. 61; Abb. 47"
8011;2281;"121ff.";"Hügel 139";"Taf. 62"
8011;2282;"126ff.";"Hügel 140";"Taf. 63"
8011;2283;"128ff.";"Hügel 141";"Taf. 63; Abb. 54"
8011;2284;"132ff.";"Hügel 142";"Taf. 64; Abb. 55"
8011;2285;"140ff.";"Hügel 143";"Taf. 65"
8011;2286;"142ff.";"Hügel 144";"Taf. 64"
8011;2287;"146ff.";"Hügel 145";"Taf. 65; Abb. 62f."
8011;2288;"149ff.";"Hügel 146";"Taf. 66"
8011;2289;"162f.";"Urnengrab 148";"Taf. 65"
8011;2290;"165ff.";"Hügel 150";"Taf. 62"
8011;2291;"167f.";"Urnengrab 152";"Abb. 74"
8011;2292;"169f.";"Tiefgrab 154";"Abb. 57; Taf. 64"
8011;2293;"171f.";"Urnengrab 156";"Abb. 50"
8011;2294;"174ff.";"Hügel 159";"Taf. 64"
8011;2295;"177ff.";"Hügel 160";"Taf. 64"
8011;2296;"185";"Urnengrab 163";"Taf. 64"
8011;2297;"185f.";"Urnengrab 164";"Abb. 59; 61"
8012;2298;"9ff.";"Hügel 165";"Taf. 55"
8012;2299;"14ff.";"Hügel 166";"Taf. 55"
8012;2300;"21f.";"Anbauhügel 167";"Abb. 8; Taf. 55"
8012;2301;"22";"Urnengrab 168";"Abb. 8; Taf. 55"
8012;2302;"23ff.";"Anbauhügel 169";"Taf. 55"
8012;2303;"25ff.";"Anlage 170";"Abb. 10"
8012;2304;"25ff.";"Anlage 170";"Abb. 110ff."
8012;2305;"25";"Urnengrab 178";"Abb. 11f."
8012;2306;"25f.";"Anlage 181";"Abb. 10f. Taf. 68f."
8012;2307;"44ff.";"Hügel 176";"Taf. 56f."
8012;2308;"31ff.";"Hügel 172";"Taf. 56"
8012;2309;"38";"Urnengrab 195";"Abb. 18f."
8012;2310;"38";"Urnengrab 196";"Abb. 18f."
8012;2311;"39f.";"Anbaugrab 174";"Taf. 56"
8012;2312;"41ff.";"Hügel 175";"Taf. 57f."
8012;2313;"50f.";"Hügel 177";"Taf. 56"
8012;2314;"52ff.";"Hügel 179";"Taf. 58; Abb. 26"
8012;2315;"58f.";"Urnengrab 182";"Taf. 56; Abb. 30"
8012;2316;"62";"Urnengrab 185";"Taf. 56f.; Abb. 34"
8012;2317;"62f.";"Urnengrab 186";"Taf. 55; Abb. 35"
8012;2318;"63f.";"Brandgrab 187";"Abb. 35"
8012;2319;"64ff.";"Hügel 188";"Taf. 56; Abb. 37"
8012;2320;"68ff.";"Hügel 189";"Taf. 56; 60"
8012;2321;"73ff.";"Hügel 192";"Taf. 59"
8012;2322;"78f.";"Urnengrab 193";"Taf. 55"
8012;2323;"82ff.";"Urnengrab 199";"Taf. 58"
8012;2324;"84ff.";"Hügel 200";"Taf. 62"
8012;2325;"90ff.";"Hügel 201";"Taf. 61"
8012;2326;"94ff.";"Hügel 202";"Taf. 59; 61"
8012;2327;"98ff.";"Hügel 203";"Taf. 60"
8012;2328;"101ff.";"Hügel 204";"Taf. 59f."
8012;2329;"106ff.";"Tiefgrab 205";"Taf. 60; Abb. 56ff."
8012;2330;"112f.";"Brandgrab 206";"Taf. 60"
8012;2331;"117ff.";"Hügel 208";"Taf. 61"
8012;2332;"121f.";"Hügel 210";"Taf. 62"
8012;2333;"129f.";"Brandgrab 214";"Taf. 62"
8012;2334;"130ff.";"Hügel 215";"Abb. 72"
8012;2335;"133";"Urnengrab 216";"Abb. 73"
8012;2336;"133";"Urnengrab 217";"Abb. 73"
8012;2337;"134";"Brandgrab 218";"Abb. 73"
8012;2338;"135f.";"Taf. 62; Abb. 74";
8012;2339;"139";"Brandgrab 223";"Taf. 60"
8012;2340;"139ff.";"Hügel 224";"Taf. 60"
8093;2155;"11ff.";"Hügel 1";"Taf. 3"
8093;2166;"16ff.";"Hügel 2";"Taf. 4"
8093;2167;"20f.";"Hügel 3";"Taf. 8"
8093;2168;"21ff.";"Hügel 4";
8093;2169;"23";"""Brandrest""";
8093;2170;"26ff.";"Hügel 5";"Abb. 4; Taf. 4"
8093;2171;"35ff.";"Hügel 8";"Taf. 5"
8093;2172;"36ff.";"Hügel 8 Urnengrube";"Abb. 8"
8093;2173;"40f.";"Grabanlage (?) 9";
8093;2174;"42ff. 75";"Hügel 10";"Taf. 5"
8093;2175;"47ff.";"Hügel 11";"Taf. 7; Abb. 11"
8093;2176;"53ff.";"Hügel 12";"Taf. 3"
8093;2177;"61ff.";"Hügel 13";"Taf. 8"
8093;2178;"66ff.";"Brandgrab 14";"Abb. 17"
8093;2179;"66ff.";"Brandgrab 14";"Abb. 17"
8093;2180;"66ff.";"Brandgrab 14";"Abb. 17"
8093;2181;"69f.";"Stelle 15";"Taf. 5"
8093;2182;"71";;
8093;2183;"70ff.";"Hügel 16";"Taf. 9"
8093;2184;"75";"Gefäßgruppe 17";"Abb. 17"
8093;2185;"75ff.";"Grab 18";"Abb. 20"
8093;2186;"78";"Hügel 19 - Stelle E";"Abb. 21"
8093;2187;"77ff.";"Hügel 19";"Abb. 21; Taf. 9"
8093;2188;"84f.";"Grab 20";"Taf. 7"
8093;2189;"85ff.";"Hügel 21";"Taf. 9"
8093;2190;"88ff.";"Hügel 22";"Taf. 10"
8093;2191;"93ff.";"Anlage 23";"Taf. 9"
8093;2192;"95";"Urnengrab 24";"Abb. 26"
8093;2193;"96ff.";"Hügel 25";"Taf. 5"
8093;2194;"98f.";"Urnengrab 26";"Abb. 26"
8093;2195;"99";"Urnengrab 27";"Abb. 26"
8093;2196;"100f.";"Urnengrab 28";"Abb. 26"
8093;2197;"101";"Brandgrab 29";"Abb. 26"
8093;2198;"102ff.";"Hügel 30";"Taf. 10"
8093;2199;"106ff.";"Hügel 31";"Taf. 10"
8093;2200;"111ff.";"Hügel 32";"Abb. 28"
8093;2201;"115ff.";"Hügel 33";"Taf. 11; Abb. 29"
8093;2202;"128ff.";"Hügel 35";"Taf. 7"
8093;2203;"134ff.";"Hügel 36";"Taf. 12"
8093;2204;"144";"Urnengrab 37";"Taf. 7; 47,2"
8093;2205;"145ff.";"Hügel 38";"Taf. 12"
8093;2206;"150";"Urnengrab (?) 39";"Abb. 41; Taf. 7"
8093;2207;"150f.";"Grab 40";"Taf. 12; Abb 42"
8093;2208;"152ff.";"Hügel 41";"Taf. 13"
8093;2209;"156ff.";"Hügel 42";"Taf. 14"
8093;2210;"166";"Urnengrab 43";"Abb. 46"
8093;2211;"166f.";"Anlage 44";"Abb. 47"
8093;2212;"168";"Grab 45";"Abb. 48"
8093;2213;"170ff.";"Hügel 47";"Taf. 16"
8093;2214;"176ff.";"Hügel 48";"Taf. 15"
8093;2215;"184ff.";"Grab 49";"Abb. 55f."
8093;2216;"187ff.";"Brandgrab 50-Ost";"Abb. 58ff."
8093;2217;"191ff.";"Hügel 51";"Taf. 12"
8093;2218;"195f.";"Grab 52";"Taf. 12"
8093;2219;"196ff.";"Hügel 53";"Taf. 16; Abb. 66"
8093;2220;"199f.";"Hügel 53 - Stelle 1";"Abb. 66ff."
8093;2221;"202ff.";"Hügelrest 54";"Taf. 16; Abb. 70"
8094;2222;"9ff.";"Hügel 55";"Taf. 3"
8094;2223;"17ff.";"Hügel 57";"Abb. 6"
8094;2224;"18ff.";"Hügel 57 Stelle B";"Abb. 6f."
8094;2225;"21ff.";"Hügel 58";"Taf. 3"
8094;2226;"25ff.";"Hügel 59";"Taf. 4"
8094;2227;"32ff.";"Hügel 60";"Taf. 4"
8094;2228;"37ff.";"Hügel 63";"Taf. 5"
8094;2229;"45ff.";"Hügel 64";"Taf. 4f.; Abb. 20"
8094;2230;"53ff.";"Hügel 65";"Taf. 6"
8094;2231;"65ff.";"Hügel 67";"Taf. 7"
8094;2232;"77ff.";"Hügel 68";"Taf. 9"
8094;2233;"80ff.";"Grab 69";"Taf. 8"
8094;2234;"87f.";"Hügel 72 - Stelle L";"Abb. 31"
8094;2235;"90ff.";"Hügel 73";"Taf. 4"
8094;2236;"103ff.";"Hügel 78";"Taf. 4; Abb.44"
8094;2237;"120ff.";"Hügel 87";"Taf. 11; Abb. 53"
8094;2238;"130ff.";"Hügel 88";"Taf. 12"
8094;2239;"137ff.";"Hügel 89";"Taf. 12"
8094;2240;"149ff.";"Hügel 90";"Taf. 11"
